language,lci,token_efficiency,info_density_ratio,char_efficiency,token_reduction_percent,english_tokens_mean,lang_tokens_mean
russian,0.9085034449767296,1.1218241042345276,0.7846966081200436,0,10.859465737514515,574.0,511.6666666666667
german,0.9071971269428409,1.0954198473282444,0.8331507284863144,0,8.710801393728223,574.0,524.0
finnish,0.861036220357511,1.076418190342241,0.7172843538405548,0,7.099303135888501,574.0,533.25
japanese,0.8489589620286958,1.1247550620509472,0.5803530826604251,0,11.091753774680607,574.0,510.3333333333333
strategic,0.8353600776571899,1.1095360824742266,0.5654614272421801,0,9.872241579558647,574.0,517.3333333333334
chinese,0.8307508605687791,1.1124031007751938,0.5443633336788763,0,10.104529616724738,574.0,516.0
arabic,0.7589037942371308,0.9778534923339012,0.5739723294559673,0,-2.264808362369338,574.0,587.0
korean,0.755669431376406,1.0117508813160987,0.49539634195582266,0,1.161440185830423,574.0,567.3333333333334
